评论内容,毒性评论,普通评论,
08年江西雪灾100元一包泡面谁记得,,1,
我们的人民,,1,
永远会被我们纯朴的老百姓所感动！这是属于我们中国人的温良！,,1,
中国人民纯朴而伟大！尤其是在困难面前,,1,
我们有一口吃的就不让K396乘客饿着！这就是我们中国人民团结一心战胜困难的决心和信心！ 中国人民是战无不胜的,,1,
听着都掉眼泪,,1,
赤忱的中国老百姓,,1,
//@jqmstzz:这位是落坡岭社区居委会主任人特别好特别负责任，谁家有事都是第一时间解决，希望有关部门也能看到这个社区的楼房楼龄特别老了，都是七几年的房子了，没有燃气，都是大家互相帮助抬煤气罐到楼上做饭，都是简易楼，希望以后这里的居民都能得到好的安顿[比心],,1,
后续能不能给老人们一些补助呢,,1,
希望得到救助的大家可以回馈帮助这些老人,,1,
有些人拥有的并不多，但却愿意倾尽所有帮助有需要的人，为生在中华家骄傲！,,1,
?//@YIN-R-M:请大家记住这个村，落坡岭。 村里都是空巢高龄老人，落坡岭没有收费景点，没有社会经济，生活自给自足。困难面前，人和人真正的连在一起。为我的家乡人民骄傲！,,1,
中国人在面对困难时总是能够团结一致,,1,
全国团结一心,,1,
这就是军民团结一条心，克服困难,,1,
同心协力，共渡难关,,1,
我们门头沟老乡！加油,,1,
太感动了，做得好,,1,
你见过国外?,,1,
这踏马才是党员,,1,
落坡屹，精神佳,,1,
记住落坡岭。//@YIN-R-M :请大家记住这个村，落坡岭。 村里都是空巢高龄老人，落坡岭没有收费景点，没有社会经济，生活自给自足。困难面前，人和人真正的连在一起。为我的家乡人民骄傲！,,1,
佩服，这位女党员干部确实言谈举止让人很舒服更容易共情，一看就是踏踏实实做群众工作为人民服务的,,1,
河北省委书记：坚决当好护城河,,1,
这个主任好人！,,1,
致敬最可爱的人,,1,
致敬最可爱的人,,1,
风雨无情人有情,,1,
好听，午安,,1,
致敬人民子弟兵,,1,
愿国泰民安,,1,
隔着屏幕都闻到味了,1,,
中午好，饿了,,1,
用餐愉快 ,,1,
看着好诱人,,1,
午餐愉快延延,,,
关注@延长法院,,,
为什么我的眼里常含泪水，因为我对这土地爱的深沉,,1,
这种痛估计只有真正种过田的人才能感同身受,,1,
凡人微光，让人泪目,,1,
给大哥点赞,,1,
困难面前团结一心,,1,
太难了，看到他忍住的泪水，破防了,,1,
伟大的人民,,1,
大哥真是大好人,,1,
朴素的农民大哥,,1,
没有人比中国人更团结,,1,
同为农民家庭，感受到大哥无言下的心酸了,,1,
这是自发性的好人，不是为了好人名声的好人,,1,
就是这些善良的人让人觉得人间值得。,,1,
一年的辛苦颗粒无收农民的苦谁懂啊？城里人别再嘲笑他们了,,1,
比起那个2-3百米驼忍收费的伟大,,1,
上班以后每次祈福许愿都是“风调雨顺，国泰民安”。真不是自己境界多高，因为这样是咱老百姓天天都能过着平安喜乐的小日子的保障。中国人民吃苦耐劳，但是不想在一次次灾难中验证了。???,,1,
毁掉了好多粮食，好心疼,,1,
外面不知道，这我们这有这些地的都是地方政府保护滴有钱或有势的人出来做做样子的,1,,
都是中国人,,1,
这种国家有赔偿吧,,1,
平凡善良的劳动人民,,1,
平凡善良的劳动人民,,1,
好人一生平安,,1,
善良的中国人民,,1,
这个农业频道的记者不在海南啦？,,1,
善良的人一定要有好报,,1,
光救别人了，灾情过后还有谁会记得他，谁会弥补他的损失,,1,
自救互救，以前村子里遭灾村干部会组织自救的，或堵或疏，淹了的地也是有救灾款的,,1,
自己都还在淋着雨，还想着为别人送伞。,,1,
向这些英雄们致敬，他们都是最优秀的人,,1,
我觉得咱们中国军人真的是太优秀了,,1,
确实是要向这些英雄们致敬的,,1,
这真的是值得我们去关注的事,,1,
我觉得那些武警战士就是我们永远的英雄,,1,
真的是向英雄们致敬,,1,
这些英雄们真的很让人敬佩,,1,
必须要向英雄们致敬,,1,
我们中国人是最团结的国家,,1,
所以我觉得这个也就是非常优秀的中国人,,1,
让我们还是为这些英雄致敬吧,,1,
所以说中国人还是要去团结的,,1,
让我们一起向英雄致敬吧,,1,
中国人就是非常团结,,1,
那这个现在还是要向他们致敬 了呀,,1,
特别的有实力呀，特别的给力,,1,
我们应该向我们的英雄致敬,,1,
强烈推荐给大家，不要错过,,1,
在水利上多用点钱吧，希望下次不要在有保北京而牺牲周边区县事情发生了,,1,
基层党组织成为抢险救灾“主心骨”，加油！,,1,
感谢祖龙，感谢教员,,1,
历朝历代，救百姓于水火的，靠的是群众团结，还是靠的出了几个经天纬地的牛人？,,1,
你真是轻松呀，你觉醒？不如捐出你所有财产？,1,,
这么好的人民，我就想说一句，几十年的农民，以前交公粮，现在干着最苦最累的活，城市社保翻了14倍，现在农民社保每月发钱100多点，请问合理吗？,1,,
大难之后，必有后福。,,1,
两次成功脱险，均得益于武警部队和社会各界的及时救助。,,1,
大难不死，必有后福,,1,
这标题……,,1,
这背后有温暖强大的祖国守护着！,,1,
大难不死必有后福,,1,
武警部队和蓝天救援队不值得夸一下吗？评论里某些人在质疑什么？没有武警部队和蓝天救援队，在天灾面前，她能脱困吗？有些人真的别太白眼狼！,,1,
真的太幸运了，大难不死必有后福，会越来越好的,,1,
不会写就别写了 ,,1,
现在的文案写的真是垃圾，读几次都读不通顺,,1,
多灾多难并不意味着这个人幸运,,1,
孩子取名：震平安生,,1,
我住过哪里,,1,
日本有个被原子弹炸两次，还活到80几岁,,1,
福大命大啊,,1,
天选之子！,,1,
这个5.12的日子好熟悉，汶川地址是不是也是这一天，我们安庆这种内陆城市前几年也发生了12级台风也是5.12，是巧合吗,,1,
平平安安健健康康,,1,
南无阿弥陀佛,,1,
此时无声胜有声,,1,
我当时捐款20元,,1,
北京房山门头沟河北涞水易县也需要大家关注,,1,
都是北京人造的孽啊,1,,
512地震跟汉中有多大关系？不要强行关联哦,,1,
标题是想搞事情吗,,1,
大难不死必有后福,,1,
素全法师简直就是菩萨转世,,1,
这才是真正的慈悲,,1,
这个女的也够倒霉，希望余生安好,,1,
请问在哪能看到纪录片,,1,
还有四川最牛校长叶志平,,1,
“百姓就是我们的动力！”,,1,
致敬人民子弟兵,,1,
稚嫩的脸庞伟大的担当,,1,
致敬负重前行的人民子弟兵,,1,
他们也是谁的孩子，谁的家人，但为了大义牺牲小我，致敬！！！,,1,
不是都提前转移了么？没有提前屯好食物,,1,
辛苦了，要注意安全鸭,,1,
辛苦了，向你们致敬！,,1,
辛苦了！致敬,,1,
辛苦了，致敬！,,1,
向中国人民子弟兵致敬,,1,
百姓就是我们的动力！辛苦啦！,,1,
辛苦啦，谢谢子弟兵的付出,,1,
你们辛苦了，向你们致敬。哪里有灾难哪里就有可爱的战士。地震，洪水，泥石流等有危险的地方他们总是冲在最前方。正是有了他们的无私奉献，流血牺牲才保护了百姓的生命财产安全。他们是真正英雄，他们有一个统一的名字:人民子弟兵！！！,,1,
记者是坐在舟上拍的吗？,,1,
平时到处活跃的无人机都去哪了？,,1,
辛苦了 致敬！,,1,
这就是战斗。,,,
人民子弟兵是人民群众心里的一束光。,,1,
辛苦了，一生平安！,,1,
黑龙江身边正能量,,1,
辛苦了！一定要注意安全！,,1,
每到大灾大难，总是这些年轻的战士冲在前。致敬，人民的子弟兵！,,1,
昨天刷到大水退去居民家里的淤泥快淹没小腿了。好难啊！感谢一线的战士们！！！,,1,
看到人民子弟兵就很心安,,1,
真的辛苦了,,1,
辛苦了，平安,,1,
致敬，辛苦了,,1,
人民子弟兵辛苦了,,1,
辛苦了大家一定都平平安安,,1,
辛苦了！致敬子弟兵！,,1,
辛苦了！！,,1,
辛苦，致敬我们的人民子弟兵,,1,
致敬人民子弟兵,,1,
辛苦啦，看着年龄不大，在家也是被父母呵护的宝，你是家人的骄傲，愿你们平安,,1,
辛苦了，注意安全，涿州现在也有很多人民子弟兵，真的谢谢你们，愿黑龙江平安,,1,
人民子弟兵！,,1,
辛苦了！！,,1,
辛苦了，一定要注意安全,,1,
子弟兵辛苦了,,1,
人民的子弟兵  敬礼,,1,
看脸还是个孩子的样子啊，致敬！！！,,1,
辛苦了致敬英雄们,,1,
哪里有灾情，哪里就有人民子弟兵的身影，军民鱼水情,,1,
想到往上甘岭送苹果了都是英雄,,1,
安全第一，平安归来,,1,
辛苦啦，注意安全,,1,
天天娱乐至死，追捧各种明星。人民解放军子弟兵，保家卫国，灾难面前冲在最前线，他们才是最值得当代年轻人崇拜的明星,,1,
这么年轻的小伙子，辛苦了,,1,
最可贵的人民子弟兵,,1,
感谢，感恩！,,1,
他们还有个身份，老百姓家的孩子,,1,
泪目辛苦了，注意安全,,1,
看着17.8的还像个孩子，淤泥里推周船，很费力气，辛苦啦，注意安全！,,1,
期望风调雨顺，少受点磨难,,1,
最可爱的人,,1,
致敬，平安,,1,
在其位，谋其职，做其事，正常！,,1,
最可爱的人,,1,
人民子弟兵,,1,
辛苦了，都要平平安安的,,1,
致敬，辛苦了,,1,
相信子弟兵,,1,
辛苦了，致敬,,1,
致敬彬哥哥#子弟兵蹚淤泥推舟为村民送物资#,,1,
辛苦了，向你们致敬！,,1,
工农的子弟，人民的武装,,1,
辛苦了比我大不了几岁就已经奔赴前线,,1,
辛苦了！注意安全！,,1,
致敬！双脚踩在淤泥里，负重前行，希望人民子弟兵们也能够注意自己的人身安全，感谢你们的付出,,1,
搞点水陆两栖设备啊，这样也省力一些，生产出来不就是为了用吗,,1,
你们自己也要照顾好自己啊,,1,
最可爱的人,,1,
谢谢你们的守护，愿所有早日安好，军人们能早日休息，受灾群众能早日安顿好，展望以后,,1,
致敬最最最可爱的人们,,1,
辛苦了，致敬！,,1,
致敬子弟兵！,,1,
谢谢你们 注意安全,,1,
【辛苦了！#子弟兵蹚淤泥推舟为村民送物资#】辛苦你们～,,1,
辛苦，致敬！,,1,
致敬可爱的子弟兵！执行任务也请注意安全！,,1,
谢谢子弟兵！,,1,
为什么每每次看到这样的新闻，仍然一直特别感动,,1,
辛苦了，一定一定要注意安全,,1,
辛苦了，愿灾难赶紧远去,,1,
向你表达敬意,,1,
感谢你们的付出！辛苦了！！！,,1,
请都要平平安安！,,1,
人民子弟兵为人民，致敬子弟兵，辛苦了，注意安全啊！,,1,
辛苦辛苦子弟兵们也要注意安全,,1,
辛苦了，注意安全,,1,
南无阿弥陀佛,,1,
辛苦了，谢谢你们。,,1,
致敬人民子弟兵，辛苦了 在大家都在晒第一杯奶茶，抢秋膘呢 他们却辛苦的奋斗在第一线,,1,
安民意 为民生,,1,
提前转移提前备点吃的,,1,
子弟兵们辛苦了向你们致敬,,1,
人民子弟兵守护人民,,1,
辛苦了，英雄们,,1,
可能和我们差不多大，甚至还没我们大，真的辛苦了,,1,
辛苦了  向你们致敬,,1,
辛苦了，感谢，感恩！,,1,
辛苦啦！！！敬佩,,1,
人民的孩子为人民服务。,,1,
人民军队为人民。,,1,
在家也是父母的宝贝！,,1,
致敬！一定注意安全！,,1,
辛苦了，致敬,,1,
辛苦了！致敬人民子弟兵！,,1,
人民了弟兵，辛苦了,,1,
感觉他还十几岁,,1,
辛苦了因为有你们的守护，我们才能生活无忧！,,1,
韩国人喜欢台风，卡努在韩国多待几天，使劲吹，把韩国从地球上吹没都可以的，吹完再去日本，别进中国了，求求卡努?? ,1,,
在三八线南边多停停，反复摩擦，宇宙国被一个台风就全覆盖了呀~,1,,
到三八线打个卡就往回走吧。。,,1,
卡努没有横扫倭国全境让我对它很失望,1,,
曹县的状况恐怕也不乐观,,1,
有一个新的正在靠近日本，最后的路径也有可能是东北，不过明显量级比较小。,,1,
咦，去日本这俩台风也是有意的，战术拦腰截断、分割包抄。,,1,
西八国之前各种幸灾乐祸，哈哈现在轮到我们了,1,,
快来个超级英雄把它掰走,,1,
他有没有可能。在朝鲜半岛打卡再来个折返跑南下日本,1,,
不是心理安慰的说，长白山基本能挡住，不怕,,1,
小西八不是还欢庆吗，他是在欢迎你卡奴，多滞留一阵，好好做客,1,,
看风吧，太大了水稻就倒伏了,,1,
这个台风这么多变，会不会从中朝边境掠过进入俄国边疆地区呢？,,1,
妈呀，我大东比杜苏芮还没抗过去呢，这卡努再来可真撑不住了。,,1,
今天才8号，说不定沿着日本走到头呢,1,,
想问一下，有没有七号把六号水汽卷到日本的可能性,1,,
那东北估计也少不了狂风暴雨,,1,
我探亲假，11号到长春,,1,
我怀疑它要直奔我,,1,
还是不太乐观啊，上一个台风好像很早就转成热带风暴了，又向北走了这么远，还是把京津冀霍霍的够呛。,,1,
青岛大连也要当心,,1,
新闻媒体就应该多去现场采访报道，而不是毫无根据地写什么“媒体十二问涿州泄洪”。,,1,
能让你看的都是好的,1,,
这么身先士卒难得的好领导一定要平安啊,,1,
看着热搜全是时代峰峻，舒兰的这些英雄们才值得一个热搜,,1,
基层太辛苦了,,1,
舒兰，副市长用生命换来了关注。吉林市一直都没有存在感，洪水淹没了房顶，很多人无家可归，但一直都不受关注。直到副市长殉职,,1,
走在一線的好公僕，希望可以平安,,1,
勾八热搜第一名还是一群穿着黑色拍个照的照片  微博能不能赶紧倒闭  各地都在抗洪抢险，微博在勾八干嘛啊,1,,
已经很多年了，基层的命都不值钱，汛期只要下雨，即使面临塌方的危险，你也得半夜赶回去，把那些不愿意转移的老祖宗背出去抬出去,,1,
为这么好的领导转发,,1,
这么好的官少啊，一定平安啊！,,1,
那些阴阳的人都闭嘴吧，副市长、市长都是人家勤勤恳恳工作得来的认可，谁也不欠你的，都是为人家的孩子、丈夫、爸爸，希望平安！,,1,
原来我们副市长这么好,,1,
这种冲到一线的希望平安。这次洪灾挺严重。连续两年北方洪水了。得考虑考虑了,,1,
举报热搜第一，烦死了,1,,
热搜上去，关注东北,,1,
愿平安，基层一线真的很辛苦,,1,
灾难面前，冲在一线的都是英雄。,,1,
一定要平安啊！,,1,
其他三人甚至没必要这个名字 头一回见一个人名后面跟着”等四人”,,1,
这种新闻不上头条，天天一些明星在蹦哒,,1,
这么尽职尽力的领导本来已经很少了，却殉职了…,,1,
这年头好官太少了……为他祈福,,1,
希望平安，舒兰看上去感觉比外界看到得严重多了。希望受灾群众安置好。,,1,
鬼鬼，常务副市长要是牺牲了，一堆人跑不了,,1,
所以说知府大人该感谢他的二把手三把手给他添加业绩,,1,
祈祷活着，组织上再委以重任吧！,,1,
望平安。。。,,1,
愿所有失联人员都能平安回家,,1,
舒兰受灾确实很严重，村民们的田地都被淹没了！已经离开了自己的家了，转移到厂房里去了，政府现在过不去救援，飞机投递了物资！,,1,
人民的好市长！,,1,
到群众中去,,1,
#舒兰失联副市长上一线指挥防汛是工作常态#有这样的市长，是国家之幸，人民之福！期待平安归来,,1,
真是人民的父母官，河南省违规挪用救济专款应该很汗颜吧,,1,
死者为大，不评论。,,1,
愿平安无事,,1,
期待失联四人平安归来！,,1,
upup上去，吉林太惨了,,1,
都是好领导,,1,
望平安归来,,1,
希望大家多关注关注东北的事儿 文娱热搜哪个大佬能给降下去 给这条升一升热度,,1,
希望大家都平平安安的,,1,
常务分管防灾减灾,,1,
微博你能不能干点人事,1,,
热搜上去 ，关注东北,,1,
舒兰市的领导和社区基层工作人员都很认真 真的为群众着想,,1,
希望国泰平安。 洪水快退。 平平安安。平平安安,,1,
还没找到人吗,,1,
再看看涿州哪几位，水退了才出现。,,1,
舒兰失联副市长上一线指挥防汛是工作常态,,1,
祈福平安啊,,1,
希望好人都能平安,,1,
希望好人一生平安,,1,
基层工作太难了,,1,
东北真的需要大家,,1,
万望平安，培养基层领导不容易，都是家里顶梁柱,,1,
家里人也在救援的一线，两天一宿只睡了两小时。,,1,
一定要平安呀,,1,
多一些这样在一线的领导的新闻 希望平安回来,,1,
愿一切平安,,1,
好领导 望平安,,1,
别等了，其它三个人也是命,,1,
啊啊啊希望平安！！！,,1,
望平安，基层干部很难,,1,
这种应当应分的事，都已经值得歌颂了。确实值得歌颂，父母官太少了，官老爷倒是一大堆。,,1,
关注一下东北吧，吉林舒兰@央视新闻,,1,
涿州市委书记市长找到了吗？,,1,
转发增加热度 东北东北，加油加油,,1,
身先士卒，希望能平安,,1,
挺过这一次市委书记有了,,1,
一定会平安的！,,1,
这才是父母官啊,,1,
人民的好干部望平安,,1,
能上一线的，这是好官啊。。希望平安,,1,
人民的父母官，是个爷们儿,,1,
希望奇迹出现,,1,
人民的好干部,,1,
希望好官一路平安,,1,
一定要平安，求求了,,1,
主管领导真是辛苦了,,1,
难得有这么好的人民公仆,,1,
垃圾微博这事为什么热度这么低啊如果不是xhs刷到单看微博根本刷不到啊微博能不能给点热度让大家能看到！！！,1,,
这才应该上热搜啊,,1,
一定要平安啊,,1,
好领导一生平安,,1,
都要平安呀,,1,
没有对比就没有…… 我们涿州的领导们。退水后 才出现在范阳路上……,1,,
希望可以平安找到。,,1,
希望平安！,,1,
联系上了吗？频频刷热搜，期待平安的消息。,,1,
希望早日找到失联者,,1,
这么多地方发洪水，微博热搜是啥？丧良心不,1,,
为啥热搜都是娱乐圈啊,,1,
一定会没事的,,1,
希望大家都能平平安安,,1,
这样的好干部 恪尽职守 心系群众！天灾太可怕了！,,1,
一定要平安啊,,1,
真的无愧于人民公仆,,1,
好领导，希望你们平安,,1,
祝君平安！,,1,
希望人没事，看着那个爆的热搜真的反感#舒兰4名公职人员在组织群众转移中失联#,,1,
我真的想骂人，你们看看现在的热搜都是啥？到底是谁暗示的对东北的死活视而不见的？,,1,
upup更多人关注一下吧,,1,
这次真的挺吓人的！！！,,1,
希望他们平安！,,1,
愿我的家乡人平安,,1,
一定要平安归来,,1,
可惜这样得好干部,,1,
希望同胞平安！！关注东北灾情！都顶顶热度吧！,,1,
这样的好干部望平安,,1,
热搜顶顶，吉林情况真的很严重,,1,
祝愿平安。,,1,
好官，好少,,1,
害平平安安的要,,1,
看看东北吧,,1,
好领导一定要平安啊！,,1,
请一定平安归来,,1,
人民的好公仆，一路走好,,1,
大家关注一下东北灾情,,1,
一定要平安！,,1,
希望这4位都平平安安,,1,
愿骆市长早日平安归队,,1,
我的家乡，祈愿平安,,1,
跟涿州领导的一比较，天差地别,,1,
希望平安！,,1,
已经殉职了,,1,
希望快点好起来。,,1,
一定要平安平安,,1,
能活着回来升省委！,,1,
一定要平安,,1,
愿平安归来！,,1,
愿平安归来,,1,
好领导 可惜了,,1,
都没什么热度，但凡是个欧美日西方阵营的副市长，这不吹到天上去了，早开始阴阳怪气了吧,1,,
这几天爸天天早出晚归去前线，前些天就知道这个消息，还有个武装部的领导也没了。爸跟他工作上接触过，说他是个特别特别好的人。,,1,
东北人做事真的是只求心安，不求回报,,1,
现在最起码失踪十几二十个了，官方数据除了好看一无是处,,1,
希望他平安无恙,,1,
天啊，愿平安，为民的官员一定要平安,,1,
为这么好的领导转发。惋惜！,,1,
历史的书也许太薄，装不下他们的伟大！我们随手一翻，就是他们的一生…… 历史书也许又太厚，我们记不住他们的名字，只知道他们叫英雄…… 向和平年代，为舍身为国的勇士致敬——敬礼！,,1,
祖国不会忘记,,1,
舒兰两次上热搜都是因为副市长啊,,1,
愿平安啊，这样的好市长这样为人民服务的公职人员怎么不值得一个平安啊,,1,
愿失联人员平安,,1,
@周_大美： 舒兰的这些英雄们才值得一个热搜,,1,
好的领导都在前线，不仅是人民的公仆，还是母亲的儿子，孩子的父亲，是妻子的丈夫，希望快点找到?,,1,
要平平安安,,1,
望平安归来,,1,
唉，好人不长命，祸害遗千年啊,,1,
深入查找事情情况,,1,
要平平安安,,1,
望平安归来,,1,
能不能把热度顶起来，别人所谓的流量明星占热搜了,,1,
忘平安归来,,1,
大家都要平安,,1,
顶顶顶求求给东北点热度！！！明星都往后撤一撤吧！,,1,
希望他平安,,1,
望平平安安,,1,
吉吉好样的,,1,
早日平安归来,,1,
一定要平安归来,,1,
平安平安平安,,1,
相信救援物资都能落实到位,,1,
一定要平安！,,1,
要平平安安,,1,
希望所有人平安度过,,1,
一定要好好的,,1,
牺牲者千古，都是人民英雄,,1,
指挥工作的人 在防洪方面的专业知识、经验、求生能力、 甚至还不够下面的搬沙包的辅警强。。。  希望他们能存活下来。,,1,
都要平安，求求多关注一下受灾地区吧#女友视角下的杨洋# #吉林舒兰灾情# #吉林舒兰强降雨已造成1死4失联# #日本男子吃白饭咸菜20年存467万#,,1,
天啊！还能找到吗？,,1,
加油！！！,,1,
愿大家都平安,,1,
我们的人民子弟兵，一定要保护好自己，救人也要把自己的安全放在第一位啊,,1,
五常大米吃不到基层去 … 都是换个名 … 但肯定是东北的,,1,
好严重，黑龙江好多地方都被淹了，粮食白瞎了呀，农民哭死，就靠这茬粮食了，一年一熟啊,,1,
保护我方大米！,,1,
平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安平安,,1,
热度热度热度热度热度热度热度热度热度热度热度热度热度热度热度热度热度热度,,1,
东北大米好吃！！！,,1,
拒绝麻木，不做冷漠的看客！正如鲁迅先生的说的：“你可以躲在角落里沉默，但是不要诋毁和嘲笑比你勇敢的人，因为他们争取到的光明也许会照耀到你”！,,1,
给点热度吧,,1,
我在北京暴雨的时候就说了，感觉北方比南方福建可能更严重，很多人对比了北京的降雨量和福建的降雨量，他们说北方问题没有福建严重，目前来看感觉北方损失更惨，福建在暴雨前做了预警，停工停产停课，但是感觉北方的预警没怎么力度，这种降雨量大数据模型应该能测算出来，预警明显不够。,,1,
东北三省都有自己的特色稻米。黑龙江五常稻花香。 名满天下！吉林舒兰平安镇长粒香。辽宁盘锦蟹田稻。大家可能分不清。但印象中东北大米就是好吃。最低调的舒兰大米可能你不知道。但绝对不是宣传不到位。因为那块的大米是秋收后被统一打上白色包装。用火车皮运走。上面四个红字（XX内供） 有幸吃过,,1,
热度热度热度热度,,1,
服了 怎么没有热度啊 给我上去！,,1,
而且东北的大米一年只能出一季 眼看着快要成熟了 确都被淹掉了 ,,1,
订，真的是看小红书才知道这个事，微博上热度好低,,1,
想多了，五常大米你可吃不到,,1,
在我们这其实很多米吃起来都差不多，就无所谓什么五常米了，别再高价买兑了的所谓的五常米了，因为整个东北的米基本都挺好吃，这个其实如果能买到平价米，也不用非得买标注着五常米的米了,,1,
我只能说，网上很多人都说自己吃的是五常大米，但是并不是，五常市一年产量也就70w吨，市面上标着五常米的有1000w吨以上，我们黑龙江本地很多人都不一定买的到，运到南方让大多数平民吃基本没可能，，高价买的很有可能是米掺了别的米，，你们觉得好吃是因为东北的米整体都好吃，掺了你们也吃不出来的,,1,
祝平安!祝老百姓平安,,1,
两个副市长,,1,
我是越感觉舒兰比外界看到得严重多了，希望都平安，受灾群众也能安置好。,,1,
听说有三名已经殉职了，致敬人民公仆,,1,
敢奔赴一线的领导一定是好领导，希望平安！,,1,
哎。今年的水患！,,1,
一定要平平安安,,1,
看到有视频说发现一句遗体 不知道是不是这位市长 哎 ???,,1,
热搜第一还是娱乐榜？享乐主义资本的胜利？@打奥特曼de小怪兽 @盖世英雄玉椒龙 @包容万物恒河水 @洋务先驱张之洞 @2049年的世界 @卖呓不卖呻 @胜利主义章北海 @2049年的世界 @盖世英雄玉椒龙 @蘸盐 @一领淡鹅黄 @打奥特曼de小怪兽,,1,
到群众中去,,1,
请官媒多给予东北灾情一些关注和热度，东北是我国粮食主产区，粮食安全关乎千家万户，和每个人息息相关。东北现在需要社会各界的支持和救援。请大家帮忙关注，予以帮助，谢谢大家。,,1,
致敬，希望平安！！！,,1,
祝平安归来！,,1,
副市长都失联？,,1,
一定要平安呀,,1,
愿同胞们平安吉祥！,,1,
希望都能平安,,1,
我的家乡就是舒兰的，确实很严重，现在村民们的田地都被淹没了，屋里都进水了，现在被安置到厂房里，条件很艰苦，好在政府投递了物资，救援车辆进不去，村民们一起挤在厂房里,,1,
保佑平安保佑平安,,1,
我们吉林白城洮南这边的一个小屯前阶段有一个抗洪的为了关闸门  被水冲走一个  后面找到时发现已经去世   ,,1,
请千万要平安归来,,1,
愿平安??,,1,
说明问题真的很严重,,1,
哎，希望能平安,,1,
热搜全是明星,,1,
太严重了吧,,1,
真正去往一线的好干部，望平安,,1,
希望能平安！这个热度太低了。,,1,
已经捐款了，希望天佑吉林，舒兰平安,,1,
舒兰很严重！昨天发的视频都被和谐了…..,,1,
看来灾情很严重,,1,
天哪一定要平平安安的,,1,
产粮大省，希望大家能帮帮他们,,1,
头一回听说舒兰市，竟然是因为洪灾，保重啊,,1,
一定要平安啊,,1,
是一位尽职尽责的领导了希望他能平平安安地回家,,1,
祝所有灾区一线的群众和干部平安,,1,
菩萨保佑，一定要平安回来啊。,,1,
一定要平安啊,,1,
有没有穿救生衣啊,,1,
一定要平安啊,,1,
一定要平安啊,,1,
愿平安归来,,1,
洪水赶紧退去吧,,1,
望平安 心系群众的好干部 牵动每一个人的心??,,1,
涿州政府集体装死,1,,
现在灾情这么严重，你告诉我热搜第一是什么狗币玩意,1,,
亲力亲为 值得尊敬,,1,
为人民的好官希望平安无事,,1,
upupup,,1,
希望灾情能快速得到解决，也希望灾区人民平安，希望祖国能平稳渡过灾情,,1,
希望平安。,,1,
平安平安。,,1,
一定要平安,,1,
望平安！！！！,,1,
望平安啊！！,,1,
希望他们好好的,,1,
怎么严重的灾情，这种事故热搜前二都是娱乐圈买的热搜？这公司不想干了是不是,1,,
国家为什么不管东北,,1,
#吉林舒兰汛情# 加点热度,,1,
哎 愿平安,,1,
快看看东北吧，太没存在感了，好无助,,1,
党员respect,,1,
啊发生了什么,,1,
希望家乡一切都好,,1,
会平安的，对吗,,1,
真的愿平安,,1,
希望我们的子弟兵，还有人民的公仆们健康归来，我替老百姓谢谢你们了,,1,
#舒兰4名公职人员在组织群众转移中失联# 希望好好安置他们的家人,,1,
#舒兰4名公职人员在组织群众转移中失联# 都是下一线的好官,,1,
#舒兰4名公职人员在组织群众转移中失联# 整个东北都在遭受雨灾,,1,
希望涿州市市长顶替他们，让他们平安回来。,,1,
这都是大好人啊,,1,
保佑他们平安吧,,1,
不要再出不好的新闻了，所有人平安,,1,
望平安 大家注意安全 有党性的干部,,1,
我的家乡 希望大家平安,,1,
一定都要平安,,1,
这才是人民的好公仆，而不是在办公室里指挥,,1,
这可咋整，咋把市长都整丢了,,1,
我去，领导真是在第一线啊,,1,
吉人自有天相，希望平安,,1,
平安！平安！平安归来！,,1,
祈祷平安归来,,1,
看看吉林吧,,1,
祝平安！！！！！,,1,
保佑平平安安,,1,
转转看看吧,,1,
…抵不过一群明星拍照,,1,
用小六壬算了，是小吉。据说算卦要说出来才灵，希望他们都能平安回来,,1,
一定要平安啊,,1,
呜呜呜平安归来,,1,
上次福建水灾也有公职人员殉职，愿平安归来！,,1,
吉林舒兰金马那边还没电啊，没吃的，没信号,,1,
涿州市长在洪涝灾害第一天就“失联”了,,1,
天哪，希望有奇迹，虽然我知道很渺茫,,1,
一定要平安回来呀,,1,
愿平安，愿所有人平安,,1,
啊…..这是真冲到第一线了,,1,
这才是为人民服务的好官员啊,,1,
平安！不说别的，就一个副市长在这样的情况下肯下去组织转移，佩服！,,1,
一定要平安归来,,1,
哎，看不得这些，保佑保佑,,1,
致敬平凡英雄谢谢你们,,1,
致敬平凡英雄！,,1,
致敬平凡英雄！,,1,
谢谢你们！,,1,
致敬平凡英雄!,,1,
凡人之躯，比肩神明,,1,
致敬英雄！,,1,
致敬每个挺身而出温暖的你们,,1,
致敬风雨中的每位逆行者,,1,
致敬英雄！,,1,
致敬平凡英雄！,,1,
致敬平凡英雄！,,1,
致风雨中的逆行者。谢谢你们#暴雨洪水中每个挺身而出的人都是英雄#,,1,
致敬平凡英雄！谢谢你们,,1,
哪有什么从天而降的英雄，只不过是挺身而出的凡人。致敬平凡英雄，此刻开始，你们就是民族的英雄。,,1,
谢谢你们的辛苦付出,,1,
致敬平凡英雄，正是因为大家众志成城，我们才能早日度过难关,,1,
致敬平凡英雄,,1,
致敬平凡英雄！,,1,
致敬英雄！,,1,
致敬每一个平凡的英雄,,1,
感谢平凡英雄辛苦他们了,,1,
